valor_transacao,latitude,longitude,historico_usuario,horario_compra,fraude
1.4765090903392841,83.232883,-60.18586,-1.5645288257351042,0.2189977639723865,0
-0.5487811775929965,27.811682,64.723359,-1.4937212483670832,0.0750339433226452,0
0.9008471261058577,-30.933565,33.584208,-1.2812985162630208,-1.3646042631747675,0
-0.03550272520508628,35.755615,-9.622661,-0.28999243311072936,1.3707083291703166,0
-1.5237789303610185,-68.795303,105.934725,1.551004578457812,0.6508892259216102,0
1.5284701018214175,45.241836,15.36897,-0.9980682067909376,-0.9327128012255437,0
0.21645191280132847,2.202356,89.877157,-1.3521060936310416,-1.2206404425250263,0
0.006326153113613032,-4.902625,-152.639598,-1.4937212483670832,-1.6525319044742501,0
0.6340258585725994,2.507454,84.876736,1.6218121558258327,1.514672149820058,0
0.21794089464431163,-24.873939,-179.235848,-1.210490938895,0.0750339433226452,0
-0.6100074355848243,16.784258,174.343893,-1.210490938895,0.506925405271869,0
-0.9555985639604727,41.476792,-73.825237,0.2056606084654164,0.2189977639723865,0
0.8939853071762379,20.207268,-135.328665,1.196966691617708,-0.21289369797683735,0
0.33478348507224326,17.413008,122.031175,-0.28999243311072936,1.2267445085205755,0
1.664746028322283,12.54582,175.632849,-0.0775697010066669,0.9388168672210928,0
0.8513530866007701,-9.828377,29.869738,-1.2812985162630208,0.506925405271869,0
-1.0118322518778509,78.859635,-153.039629,-0.7856454746868751,-0.6447851599260612,1
0.24995603767324778,22.74445,-4.041894,-1.5645288257351042,0.0750339433226452,0
-0.6855941627317932,4.434463,-104.384747,1.4093894237217703,-0.3568575186265786,0
-0.4579311756120133,5.74374,-163.344653,0.5596984953055205,1.6586359704697993,0
1.063732254031727,56.688839,90.128964,-0.9272606294229168,-0.9327128012255437,0
0.44199177571381276,-44.354385,33.47791,-1.635336403103125,0.7948530465713516,0
-0.4921635921944695,47.138371,127.768991,1.126159114249687,0.7948530465713516,0
-0.6127937220518035,75.526357,-145.893249,1.6218121558258327,-0.21289369797683735,0
0.43764961174465217,49.109634,-101.574475,0.13485303109739558,0.6508892259216102,0
0.6857473245783934,-73.312155,-14.045796,-0.7856454746868751,0.7948530465713516,0
0.5665222092872889,-87.586161,-81.187481,0.9845439595136454,-0.06892987732709607,0
-0.4433426391673504,12.469994,17.945229,0.2764681858334372,0.9388168672210928,0
-0.149159651166862,38.930131,-48.611882,0.7721212274095829,0.6508892259216102,0
0.5234511849123169,-47.970748,-141.730445,0.6305060726735413,-1.076676621875285,0
-0.8824408978798417,18.551166,-50.334621,1.4801970010897911,0.506925405271869,0
0.7432599615748432,-30.303396,43.860623,0.4180833405694788,0.36296158462212774,0
-0.06774644263200126,-25.768723,45.082652,-1.635336403103125,-1.2206404425250263,0
-0.12932154669155624,56.790024,-130.957429,0.9845439595136454,0.0750339433226452,0
-0.4781130346730529,37.574683,-122.564848,-0.856453052054896,-1.2206404425250263,1
0.8811508332672193,39.405051,-178.791777,-0.36080001047875015,-1.076676621875285,0
-0.4807399999377115,63.977612,91.011722,-0.21918485574270855,-1.3646042631747675,0
0.29504872206977,-49.487464,-163.746144,-0.9980682067909376,1.3707083291703166,0
-0.45801501408980766,-36.532173,-81.602644,-0.9272606294229168,0.9388168672210928,0
1.0365034075560322,-27.345969,154.78974,0.8429288047776038,-0.06892987732709607,0
-0.4514224345888385,53.455303,-54.467053,-0.5732227425828126,0.506925405271869,0
2.004341547007796,4.014547,-45.85146,0.7013136500415621,-0.06892987732709607,0
-0.5782858277826642,-23.254458,-64.851831,-1.0688757841589585,0.2189977639723865,0
-0.6767739244860173,-2.551364,-24.401212,-1.3521060936310416,-0.6447851599260612,0
1.4020549682830512,-83.715749,109.327739,0.8429288047776038,-1.076676621875285,0
-0.8696891118289554,-60.471126,58.701541,0.06404545372937474,0.0750339433226452,0
-0.43285885937190044,-26.575363,72.36792,-1.2812985162630208,1.2267445085205755,0
1.1891654218451055,-50.582219,-71.128714,-1.0688757841589585,-1.076676621875285,0
-0.23036616986193592,-61.387674,110.244153,-1.210490938895,-0.5008213392763199,0
0.7588754505376906,-71.499982,-61.961913,-0.5024151652147918,-0.06892987732709607,0
-0.2765223225381158,-54.070864,93.137458,-0.006762123638646077,0.9388168672210928,0
-0.8651258123177751,53.037457,121.270647,-0.9980682067909376,-1.076676621875285,0
-0.2404124697248734,7.660231,13.263428,-0.7148378973188543,1.2267445085205755,0
0.39791164924654004,-49.960961,-91.834368,1.4801970010897911,0.7948530465713516,0
-0.44294550542247246,84.243403,-46.723566,-0.14837727837468773,-0.06892987732709607,0
-1.2549412060646452,-57.918824,17.146041,0.7721212274095829,-1.3646042631747675,0
-0.268163905594605,56.021404,-77.6128,0.2056606084654164,1.0827806878708341,0
0.9213019275347777,12.541644,70.445013,-1.210490938895,-0.3568575186265786,0
-1.169535453176187,72.054329,170.329558,0.6305060726735413,1.3707083291703166,0
0.6423864133891207,18.1564,116.629044,-0.006762123638646077,-0.9327128012255437,0
